ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2017,"2017",0,"Total",87250,10738,"Census Tract 89, King County, WA","14000US53033008900"
2017,"2017",0,"Total",106630,4900,"Census Tract 316.01, King County, WA","14000US53033031601"
2017,"2017",0,"Total",76750,10955,"Census Tract 213, King County, WA","14000US53033021300"
2017,"2017",0,"Total",47428,9762,"Census Tract 90, King County, WA","14000US53033009000"
2017,"2017",0,"Total",55140,6700,"Census Tract 302.02, King County, WA","14000US53033030202"
2017,"2017",0,"Total",75694,6277,"Census Tract 211, King County, WA","14000US53033021100"
2017,"2017",0,"Total",31250,4366,"Census Tract 91, King County, WA","14000US53033009100"
2017,"2017",0,"Total",83103,15956,"Census Tract 315.02, King County, WA","14000US53033031502"
2017,"2017",0,"Total",83250,9561,"Census Tract 303.04, King County, WA","14000US53033030304"
2017,"2017",0,"Total",83685,13509,"Census Tract 210, King County, WA","14000US53033021000"
2017,"2017",0,"Total",21868,7231.999999999999,"Census Tract 92, King County, WA","14000US53033009200"
2017,"2017",0,"Total",86555,10683,"Census Tract 315.01, King County, WA","14000US53033031501"
2017,"2017",0,"Total",85806,19525,"Census Tract 209, King County, WA","14000US53033020900"
2017,"2017",0,"Total",74696,12155,"Census Tract 93, King County, WA","14000US53033009300"
2017,"2017",0,"Total",65781,10714,"Census Tract 303.05, King County, WA","14000US53033030305"
2017,"2017",0,"Total",105841,8373,"Census Tract 208, King County, WA","14000US53033020800"
2017,"2017",0,"Total",65633,9804,"Census Tract 94, King County, WA","14000US53033009400"
2017,"2017",0,"Total",56651,4992,"Census Tract 314, King County, WA","14000US53033031400"
2017,"2017",0,"Total",100586,11405,"Census Tract 303.06, King County, WA","14000US53033030306"
2017,"2017",0,"Total",67262,14565,"Census Tract 207, King County, WA","14000US53033020700"
2017,"2017",0,"Total",100714,27690.999999999996,"Census Tract 95, King County, WA","14000US53033009500"
2017,"2017",0,"Total",51707,3624,"Census Tract 313.02, King County, WA","14000US53033031302"
2017,"2017",0,"Total",84233,16171,"Census Tract 206, King County, WA","14000US53033020600"
2017,"2017",0,"Total",92888,14901.000000000002,"Census Tract 96, King County, WA","14000US53033009600"
2017,"2017",0,"Total",72796,13349,"Census Tract 303.08, King County, WA","14000US53033030308"
2017,"2017",0,"Total",65477,11911,"Census Tract 205, King County, WA","14000US53033020500"
2017,"2017",0,"Total",106821,15392,"Census Tract 97.01, King County, WA","14000US53033009701"
2017,"2017",0,"Total",72321,17491,"Census Tract 313.01, King County, WA","14000US53033031301"
2017,"2017",0,"Total",64701,8676,"Census Tract 303.09, King County, WA","14000US53033030309"
2017,"2017",0,"Total",81595,12248,"Census Tract 204.02, King County, WA","14000US53033020402"
2017,"2017",0,"Total",114741,12185,"Census Tract 97.02, King County, WA","14000US53033009702"
2017,"2017",0,"Total",70361,13311,"Census Tract 312.06, King County, WA","14000US53033031206"
2017,"2017",0,"Total",71016,5943,"Census Tract 204.01, King County, WA","14000US53033020401"
2017,"2017",0,"Total",105110,17449,"Census Tract 98, King County, WA","14000US53033009800"
2017,"2017",0,"Total",77500,11279,"Census Tract 303.10, King County, WA","14000US53033030310"
2017,"2017",0,"Total",64593,4623,"Census Tract 203, King County, WA","14000US53033020300"
2017,"2017",0,"Total",75000,11057,"Census Tract 99, King County, WA","14000US53033009900"
2017,"2017",0,"Total",74127,14866,"Census Tract 312.05, King County, WA","14000US53033031205"
2017,"2017",0,"Total",84200,6272,"Census Tract 303.11, King County, WA","14000US53033030311"
2017,"2017",0,"Total",79882,13610.000000000002,"Census Tract 202, King County, WA","14000US53033020200"
2017,"2017",0,"Total",67292,12739,"Census Tract 100.01, King County, WA","14000US53033010001"
2017,"2017",0,"Total",86958,18156,"Census Tract 312.04, King County, WA","14000US53033031204"
2017,"2017",0,"Total",106708,10591,"Census Tract 201, King County, WA","14000US53033020100"
2017,"2017",0,"Total",70048,6466,"Census Tract 100.02, King County, WA","14000US53033010002"
2017,"2017",0,"Total",56650,8315,"Census Tract 303.12, King County, WA","14000US53033030312"
2017,"2017",0,"Total",115000,14078,"Census Tract 121, King County, WA","14000US53033012100"
2017,"2017",0,"Total",64161,14038,"Census Tract 101, King County, WA","14000US53033010100"
2017,"2017",0,"Total",86133,24355,"Census Tract 312.02, King County, WA","14000US53033031202"
2017,"2017",0,"Total",47056,6710,"Census Tract 303.13, King County, WA","14000US53033030313"
2017,"2017",0,"Total",100855,10378,"Census Tract 120, King County, WA","14000US53033012000"
2017,"2017",0,"Total",99483,16377.000000000002,"Census Tract 102, King County, WA","14000US53033010200"
2017,"2017",0,"Total",57662,7417,"Census Tract 311, King County, WA","14000US53033031100"
2017,"2017",0,"Total",86603,18807,"Census Tract 119, King County, WA","14000US53033011900"
2017,"2017",0,"Total",60444,6988,"Census Tract 103, King County, WA","14000US53033010300"
2017,"2017",0,"Total",44828,9768,"Census Tract 303.14, King County, WA","14000US53033030314"
2017,"2017",0,"Total",49264,10206,"Census Tract 118, King County, WA","14000US53033011800"
2017,"2017",0,"Total",58342,7848,"Census Tract 104.01, King County, WA","14000US53033010401"
2017,"2017",0,"Total",103125,16347.000000000002,"Census Tract 310, King County, WA","14000US53033031000"
2017,"2017",0,"Total",64208,14729,"Census Tract 304.01, King County, WA","14000US53033030401"
2017,"2017",0,"Total",79211,15259,"Census Tract 117, King County, WA","14000US53033011700"
2017,"2017",0,"Total",75972,10331,"Census Tract 104.02, King County, WA","14000US53033010402"
2017,"2017",0,"Total",54183,5155,"Census Tract 309.02, King County, WA","14000US53033030902"
2017,"2017",0,"Total",103835,11722,"Census Tract 116, King County, WA","14000US53033011600"
2017,"2017",0,"Total",77760,8564,"Census Tract 105, King County, WA","14000US53033010500"
2017,"2017",0,"Total",78327,8644,"Census Tract 304.03, King County, WA","14000US53033030403"
2017,"2017",0,"Total",90701,13828,"Census Tract 115, King County, WA","14000US53033011500"
2017,"2017",0,"Total",90306,13827,"Census Tract 106, King County, WA","14000US53033010600"
2017,"2017",0,"Total",61141,13830.000000000002,"Census Tract 309.01, King County, WA","14000US53033030901"
2017,"2017",0,"Total",93512,12076,"Census Tract 304.04, King County, WA","14000US53033030404"
2017,"2017",0,"Total",50377,4992,"Census Tract 114.02, King County, WA","14000US53033011402"
2017,"2017",0,"Total",62826,6856,"Census Tract 107.01, King County, WA","14000US53033010701"
2017,"2017",0,"Total",51285,8530,"Census Tract 308.02, King County, WA","14000US53033030802"
2017,"2017",0,"Total",62090,8286,"Census Tract 114.01, King County, WA","14000US53033011401"
2017,"2017",0,"Total",41416,5231,"Census Tract 107.02, King County, WA","14000US53033010702"
2017,"2017",0,"Total",25396,6471,"Census Tract 305.01, King County, WA","14000US53033030501"
2017,"2017",0,"Total",55000,11551,"Census Tract 113, King County, WA","14000US53033011300"
2017,"2017",0,"Total",85885,13302,"Census Tract 108, King County, WA","14000US53033010800"
2017,"2017",0,"Total",39615,8476,"Census Tract 308.01, King County, WA","14000US53033030801"
2017,"2017",0,"Total",56386,17805,"Census Tract 305.03, King County, WA","14000US53033030503"
2017,"2017",0,"Total",35120,9183,"Census Tract 112, King County, WA","14000US53033011200"
2017,"2017",0,"Total",58611,13703,"Census Tract 109, King County, WA","14000US53033010900"
2017,"2017",0,"Total",45505,6339,"Census Tract 307, King County, WA","14000US53033030700"
2017,"2017",0,"Total",73214,16231,"Census Tract 111.02, King County, WA","14000US53033011102"
2017,"2017",0,"Total",24725,9076,"Census Tract 110.01, King County, WA","14000US53033011001"
2017,"2017",0,"Total",56080,6415,"Census Tract 305.04, King County, WA","14000US53033030504"
2017,"2017",0,"Total",52311,3613,"Census Tract 111.01, King County, WA","14000US53033011101"
2017,"2017",0,"Total",51031,7587,"Census Tract 110.02, King County, WA","14000US53033011002"
2017,"2017",0,"Total",60993,5111,"Census Tract 306, King County, WA","14000US53033030600"
2016,"2016",0,"Total",121837,13080,"Census Tract 229.01, King County, WA","14000US53033022901"
2016,"2016",0,"Total",48002,8140,"Census Tract 1, King County, WA","14000US53033000100"
2016,"2016",0,"Total",50259,10201,"Census Tract 110.02, King County, WA","14000US53033011002"
2016,"2016",0,"Total",39139,8355,"Census Tract 307, King County, WA","14000US53033030700"
2016,"2016",0,"Total",61593,13929.000000000002,"Census Tract 111.02, King County, WA","14000US53033011102"
2016,"2016",0,"Total",23904,6580,"Census Tract 110.01, King County, WA","14000US53033011001"
2016,"2016",0,"Total",53731,5873,"Census Tract 305.04, King County, WA","14000US53033030504"
2016,"2016",0,"Total",34605,8341,"Census Tract 112, King County, WA","14000US53033011200"
2016,"2016",0,"Total",60128,19503,"Census Tract 109, King County, WA","14000US53033010900"
2016,"2016",0,"Total",39457,10172,"Census Tract 308.01, King County, WA","14000US53033030801"
2016,"2016",0,"Total",45191,9670,"Census Tract 305.03, King County, WA","14000US53033030503"
2016,"2016",0,"Total",47600,10206,"Census Tract 113, King County, WA","14000US53033011300"
2016,"2016",0,"Total",80618,6760,"Census Tract 108, King County, WA","14000US53033010800"
2016,"2016",0,"Total",48971,4904,"Census Tract 308.02, King County, WA","14000US53033030802"
2016,"2016",0,"Total",58241,7343,"Census Tract 114.01, King County, WA","14000US53033011401"
2016,"2016",0,"Total",41951,7410,"Census Tract 107.02, King County, WA","14000US53033010702"
2016,"2016",0,"Total",23288,6373,"Census Tract 305.01, King County, WA","14000US53033030501"
2016,"2016",0,"Total",49014,3932,"Census Tract 114.02, King County, WA","14000US53033011402"
2016,"2016",0,"Total",59493,3554,"Census Tract 107.01, King County, WA","14000US53033010701"
2016,"2016",0,"Total",54236,16826,"Census Tract 309.01, King County, WA","14000US53033030901"
2016,"2016",0,"Total",91217,19082,"Census Tract 304.04, King County, WA","14000US53033030404"
2016,"2016",0,"Total",83457,9962,"Census Tract 115, King County, WA","14000US53033011500"
2016,"2016",0,"Total",88320,11772,"Census Tract 106, King County, WA","14000US53033010600"
2016,"2016",0,"Total",52137,4408,"Census Tract 309.02, King County, WA","14000US53033030902"
2016,"2016",0,"Total",111426,10900,"Census Tract 116, King County, WA","14000US53033011600"
2016,"2016",0,"Total",71535,10075,"Census Tract 105, King County, WA","14000US53033010500"
2016,"2016",0,"Total",76019,6676,"Census Tract 304.03, King County, WA","14000US53033030403"
2016,"2016",0,"Total",65772,13093,"Census Tract 117, King County, WA","14000US53033011700"
2016,"2016",0,"Total",80931,12401,"Census Tract 104.02, King County, WA","14000US53033010402"
2016,"2016",0,"Total",98542,16138.000000000002,"Census Tract 310, King County, WA","14000US53033031000"
2016,"2016",0,"Total",74246,11839,"Census Tract 304.01, King County, WA","14000US53033030401"
2016,"2016",0,"Total",44599,8406,"Census Tract 118, King County, WA","14000US53033011800"
2016,"2016",0,"Total",58958,12504,"Census Tract 104.01, King County, WA","14000US53033010401"
2016,"2016",0,"Total",52224,3122,"Census Tract 311, King County, WA","14000US53033031100"
2016,"2016",0,"Total",70655,8762,"Census Tract 119, King County, WA","14000US53033011900"
2016,"2016",0,"Total",58321,9153,"Census Tract 103, King County, WA","14000US53033010300"
2016,"2016",0,"Total",42847,7087.000000000001,"Census Tract 303.14, King County, WA","14000US53033030314"
2016,"2016",0,"Total",90688,10393,"Census Tract 120, King County, WA","14000US53033012000"
2016,"2016",0,"Total",92714,10465,"Census Tract 102, King County, WA","14000US53033010200"
2016,"2016",0,"Total",91328,21853,"Census Tract 312.02, King County, WA","14000US53033031202"
2016,"2016",0,"Total",37153,7019,"Census Tract 303.13, King County, WA","14000US53033030313"
2016,"2016",0,"Total",113958,17493,"Census Tract 121, King County, WA","14000US53033012100"
2016,"2016",0,"Total",59193,6040,"Census Tract 101, King County, WA","14000US53033010100"
2016,"2016",0,"Total",79767,17708,"Census Tract 312.04, King County, WA","14000US53033031204"
2016,"2016",0,"Total",103400,12892,"Census Tract 201, King County, WA","14000US53033020100"
2016,"2016",0,"Total",68579,7303,"Census Tract 100.02, King County, WA","14000US53033010002"
2016,"2016",0,"Total",59375,12882,"Census Tract 303.12, King County, WA","14000US53033030312"
2016,"2016",0,"Total",77357,13941,"Census Tract 202, King County, WA","14000US53033020200"
2016,"2016",0,"Total",61699,7834,"Census Tract 100.01, King County, WA","14000US53033010001"
2016,"2016",0,"Total",66667,12434,"Census Tract 312.05, King County, WA","14000US53033031205"
2016,"2016",0,"Total",76597,6217,"Census Tract 303.11, King County, WA","14000US53033030311"
2016,"2016",0,"Total",60165,10104,"Census Tract 203, King County, WA","14000US53033020300"
2016,"2016",0,"Total",69423,8141.000000000001,"Census Tract 99, King County, WA","14000US53033009900"
2016,"2016",0,"Total",62609,14149.000000000002,"Census Tract 312.06, King County, WA","14000US53033031206"
2016,"2016",0,"Total",65833,8393,"Census Tract 204.01, King County, WA","14000US53033020401"
2016,"2016",0,"Total",84299,18629,"Census Tract 98, King County, WA","14000US53033009800"
2016,"2016",0,"Total",69853,13377,"Census Tract 303.10, King County, WA","14000US53033030310"
2016,"2016",0,"Total",75066,13309,"Census Tract 204.02, King County, WA","14000US53033020402"
2016,"2016",0,"Total",107917,13620.999999999998,"Census Tract 97.02, King County, WA","14000US53033009702"
2016,"2016",0,"Total",70179,14257,"Census Tract 313.01, King County, WA","14000US53033031301"
2016,"2016",0,"Total",63491,10630,"Census Tract 303.09, King County, WA","14000US53033030309"
2016,"2016",0,"Total",66250,14250,"Census Tract 205, King County, WA","14000US53033020500"
2016,"2016",0,"Total",94500,14986.999999999998,"Census Tract 97.01, King County, WA","14000US53033009701"
2016,"2016",0,"Total",50828,4033,"Census Tract 313.02, King County, WA","14000US53033031302"
2016,"2016",0,"Total",72639,12379,"Census Tract 206, King County, WA","14000US53033020600"
2016,"2016",0,"Total",85216,12188,"Census Tract 96, King County, WA","14000US53033009600"
2016,"2016",0,"Total",72474,8255,"Census Tract 303.08, King County, WA","14000US53033030308"
2016,"2016",0,"Total",61853,7104.999999999999,"Census Tract 207, King County, WA","14000US53033020700"
2016,"2016",0,"Total",91167,23967,"Census Tract 95, King County, WA","14000US53033009500"
2016,"2016",0,"Total",56601,5373,"Census Tract 314, King County, WA","14000US53033031400"
2016,"2016",0,"Total",101060,8282,"Census Tract 303.06, King County, WA","14000US53033030306"
2016,"2016",0,"Total",88750,13038,"Census Tract 208, King County, WA","14000US53033020800"
2016,"2016",0,"Total",49879,14652.000000000002,"Census Tract 94, King County, WA","14000US53033009400"
2016,"2016",0,"Total",84725,12128,"Census Tract 315.01, King County, WA","14000US53033031501"
2016,"2016",0,"Total",82188,20789,"Census Tract 209, King County, WA","14000US53033020900"
2016,"2016",0,"Total",67617,11067,"Census Tract 93, King County, WA","14000US53033009300"
2016,"2016",0,"Total",63457,13775.999999999998,"Census Tract 303.05, King County, WA","14000US53033030305"
2016,"2016",0,"Total",80282,17042,"Census Tract 210, King County, WA","14000US53033021000"
2016,"2016",0,"Total",26500,7869.999999999999,"Census Tract 92, King County, WA","14000US53033009200"
2016,"2016",0,"Total",80547,10855,"Census Tract 315.02, King County, WA","14000US53033031502"
2016,"2016",0,"Total",79417,14772.000000000002,"Census Tract 303.04, King County, WA","14000US53033030304"
2016,"2016",0,"Total",71913,7381.000000000001,"Census Tract 211, King County, WA","14000US53033021100"
